work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-gradient-descent-1, 10, 400, 10, 10, 16, 248.83, 4.48596072, , 0, , 34.8, 32.5, 36.6, 34.4
gradient-descent-1, 10, 400, 10, 10, 16, 601.24, 8.94270938, 24, 8.335633, 79314, 40.8, 36.4, 51.9, 37.0
base-gradient-descent-1, 10, 400, 10, 10, 16, 295.43, 4.62216163, , 0, , 44.6, 38.8, 36.4, 34.4
gradient-descent-1, 10, 400, 10, 10, 16, 522.93, 8.60452390, 22, 5.93969200000001, 72990, 40.8, 34.9, 40.1, 35.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 279.86, 4.56493995, , 0, , 40.2, 34.9, 34.5, 33.0
gradient-descent-1, 10, 400, 10, 10, 16, 412.54, 7.48203770, 21, 16.104861, 69545, 44.1, 33.9, 38.9, 33.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 245.13, 4.41906004, , 0, , 35.0, 33.4, 35.2, 40.9
gradient-descent-1, 10, 400, 10, 10, 16, 459.09, 8.15837843, 41, 10.486978, 132872, 36.1, 40.6, 40.2, 35.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 230.84, 4.37535231, , 0, , 40.4, 35.4, 37.1, 33.4
gradient-descent-1, 10, 400, 10, 10, 16, 469.67, 8.32276387, 33, 10.316597, 108675, 35.0, 32.5, 45.0, 33.0
base-gradient-descent-1, 10, 400, 10, 10, 16, 237.60, 4.39610387, , 0, , 46.4, 33.4, 38.1, 33.0
gradient-descent-1, 10, 400, 10, 10, 16, 453.84, 8.19188357, 20, 12.329431, 66723, 40.8, 33.8, 37.1, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 236.44, 4.37386060, , 0, , 40.4, 33.9, 37.4, 33.4
gradient-descent-1, 10, 400, 10, 10, 16, 439.54, 8.17592015, 44, 9.36630000000001, 143968, 38.1, 33.9, 47.1, 33.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 239.46, 4.40837194, , 0, , 42.8, 33.0, 35.9, 34.1
gradient-descent-1, 10, 400, 10, 10, 16, 449.64, 8.19348921, 23, 6.72578300000001, 76435, 37.1, 34.4, 37.6, 34.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 278.27, 4.54105946, , 0, , 38.6, 34.9, 45.8, 36.1
gradient-descent-1, 10, 400, 10, 10, 16, 459.32, 8.23523571, 17, 15.869765, 56944, 38.9, 34.9, 36.9, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 304.30, 4.65066444, , 0, , 42.8, 33.4, 37.9, 36.8
gradient-descent-1, 10, 400, 10, 10, 16, 559.27, 8.68482054, 29, 6.54172100000001, 95080, 49.6, 46.9, 38.1, 35.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 258.85, 4.48032469, , 0, , 37.6, 34.4, 39.6, 33.9
gradient-descent-1, 10, 400, 10, 10, 16, 512.85, 8.50923968, 16, 14.954524, 53597, 37.1, 34.1, 44.8, 33.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 250.99, 4.48945206, , 0, , 36.6, 33.4, 40.2, 33.9
gradient-descent-1, 10, 400, 10, 10, 16, 468.78, 8.32832459, 41, 10.094032, 134497, 38.4, 33.9, 46.8, 34.6
base-gradient-descent-1, 10, 400, 10, 10, 16, 308.00, 4.60726473, , 0, , 36.4, 36.5, 40.4, 39.4
gradient-descent-1, 10, 400, 10, 10, 16, 450.19, 8.25609731, 21, 18.380627, 69458, 41.0, 38.5, 51.2, 34.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 245.50, 4.41146293, , 0, , 41.5, 34.9, 36.4, 34.4
gradient-descent-1, 10, 400, 10, 10, 16, 407.33, 7.48115153, 12, 7.003834, 40345, 39.9, 34.9, 45.6, 34.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 246.00, 4.40614755, , 0, , 46.6, 34.4, 44.5, 42.0
gradient-descent-1, 10, 400, 10, 10, 16, 455.27, 8.22534189, 46, 6.97369500000001, 149695, 37.4, 34.4, 39.8, 34.6
base-gradient-descent-1, 10, 400, 10, 10, 16, 238.73, 4.40231907, , 0, , 36.9, 34.9, 40.8, 40.4
gradient-descent-1, 10, 400, 10, 10, 16, 458.45, 8.31877312, 27, 11.073319, 89199, 37.9, 34.9, 53.4, 48.8
base-gradient-descent-1, 10, 400, 10, 10, 16, 407.85, 4.91844704, , 0, , 47.9, 52.4, 38.4, 37.5
gradient-descent-1, 10, 400, 10, 10, 16, 718.28, 9.29711178, 40, 4.55515700000001, 130504, 37.9, 37.8, 46.6, 39.8
base-gradient-descent-1, 10, 400, 10, 10, 16, 325.97, 4.65705434, , 0, , 40.4, 38.2, 38.6, 35.4
gradient-descent-1, 10, 400, 10, 10, 16, 536.20, 8.38878279, 21, 14.989885, 69914, 38.1, 35.9, 40.8, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 257.89, 4.44737130, , 0, , 35.9, 34.4, 36.1, 34.4
gradient-descent-1, 10, 400, 10, 10, 16, 587.16, 8.70792135, 32, 8.076268, 105486, 37.1, 34.4, 40.6, 35.1
base-gradient-descent-1, 10, 400, 10, 10, 16, 250.65, 4.32319519, , 0, , 37.9, 35.4, 42.2, 34.9
gradient-descent-1, 10, 400, 10, 10, 16, 547.19, 7.90468881, 19, 15.957344, 63196, 37.9, 34.4, 45.9, 40.6
base-gradient-descent-1, 10, 400, 10, 10, 16, 334.67, 4.73495143, , 0, , 43.8, 39.4, 40.2, 34.9
gradient-descent-1, 10, 400, 10, 10, 16, 569.52, 7.88430929, 19, 12.223993, 63373, 39.4, 39.9, 42.0, 41.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 265.02, 4.47214427, , 0, , 51.8, 38.2, 36.4, 33.9
gradient-descent-1, 10, 400, 10, 10, 16, 421.47, 8.04586817, 49, 10.745893, 160396, 38.9, 34.4, 35.4, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 195.15, 4.21278001, , 0, , 35.4, 33.9, 34.2, 33.0
gradient-descent-1, 10, 400, 10, 10, 16, 469.33, 8.28321710, 21, 13.045696, 69088, 34.5, 33.4, 49.5, 39.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 270.46, 4.55156242, , 0, , 45.0, 36.8, 45.2, 38.5
gradient-descent-1, 10, 400, 10, 10, 16, 487.45, 8.36220542, 42, 6.96430100000001, 137136, 40.8, 38.2, 36.4, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 194.56, 4.20319876, , 0, , 35.4, 34.4, 34.0, 33.0
gradient-descent-1, 10, 400, 10, 10, 16, 421.41, 8.12292107, 24, 9.89089800000001, 79869, 34.8, 33.4, 41.5, 36.1
base-gradient-descent-1, 10, 400, 10, 10, 16, 206.30, 4.25374996, , 0, , 36.9, 35.4, 35.2, 33.4
gradient-descent-1, 10, 400, 10, 10, 16, 465.64, 8.28877306, 18, 16.024171, 59879, 35.0, 33.9, 37.4, 34.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 257.21, 4.48465758, , 0, , 37.4, 34.9, 45.1, 35.1
gradient-descent-1, 10, 400, 10, 10, 16, 489.86, 8.27930287, 15, 17.687824, 49942, 40.6, 35.1, 35.9, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 253.92, 4.48811992, , 0, , 35.0, 33.9, 40.8, 36.4
gradient-descent-1, 10, 400, 10, 10, 16, 449.36, 8.12279871, 21, 9.291726, 69905, 40.4, 36.9, 35.0, 33.0
base-gradient-descent-1, 10, 400, 10, 10, 16, 235.04, 4.39527905, , 0, , 35.0, 33.4, 38.6, 34.4
gradient-descent-1, 10, 400, 10, 10, 16, 503.52, 8.45654937, 18, 15.451248, 60135, 37.4, 35.4, 36.1, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 16, 181.72, 4.17984794, , 0, , 35.0, 33.9, 36.6, 33.4
gradient-descent-1, 10, 400, 10, 10, 16, 424.79, 8.05396059, 18, 12.727747, 60089, 35.4, 33.4, 36.4, 34.4
base-gradient-descent-1, 10, 400, 10, 10, 16, 305.11, 4.65853050, , 0, , 36.6, 33.9, 37.1, 34.4
base-gradient-descent-1, 10, 400, 10, 10, 64, 296.30, 4.52782933, , 0, , 37.1, 34.4, 37.9, 35.9
gradient-descent-1, 10, 400, 10, 10, 64, 597.77, 8.70970639, 28, 15.93304, 92398, 38.1, 35.4, 36.4, 34.4
base-gradient-descent-1, 10, 400, 10, 10, 64, 314.38, 4.60543535, , 0, , 37.4, 35.4, 37.9, 35.9
gradient-descent-1, 10, 400, 10, 10, 64, 544.26, 8.51071149, 14, 17.543254, 47221, 37.9, 35.6, 59.1, 38.8
base-gradient-descent-1, 10, 400, 10, 10, 64, 238.88, 4.41067527, , 0, , 39.4, 35.9, 33.0, 32.5
gradient-descent-1, 10, 400, 10, 10, 64, 517.96, 8.47395756, 19, 21.895393, 63396, 34.0, 33.0, 43.6, 40.6
base-gradient-descent-1, 10, 400, 10, 10, 64, 213.22, 4.26998155, , 0, , 41.2, 38.8, 35.4, 33.9
gradient-descent-1, 10, 400, 10, 10, 64, 577.33, 8.05501487, 21, 6.59353900000001, 69868, 39.1, 33.9, 40.1, 39.0
base-gradient-descent-1, 10, 400, 10, 10, 64, 338.68, 4.71921300, , 0, , 41.2, 37.5, 43.2, 39.4
gradient-descent-1, 10, 400, 10, 10, 64, 671.94, 9.10721877, 30, 16.007436, 99208, 43.5, 40.6, 45.0, 35.4
base-gradient-descent-1, 10, 400, 10, 10, 64, 296.00, 4.53037655, , 0, , 47.9, 35.9, 39.4, 36.6
gradient-descent-1, 10, 400, 10, 10, 64, 580.45, 8.57778497, 27, 9.35628800000001, 88953, 43.5, 38.0, 39.8, 35.4
base-gradient-descent-1, 10, 400, 10, 10, 64, 309.39, 4.55005956, , 0, , 38.6, 35.4, 45.9, 46.6
gradient-descent-1, 10, 400, 10, 10, 64, 568.45, 8.63565205, 19, 12.855885, 63772, 49.1, 43.8, 38.9, 35.4
base-gradient-descent-1, 10, 400, 10, 10, 64, 200.57, 4.25083338, , 0, , 37.4, 35.6, 53.4, 38.2
gradient-descent-1, 10, 400, 10, 10, 64, 356.06, 7.18560902, 30, 12.167201, 98866, 46.1, 40.1, 36.6, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 186.66, 4.16899015, , 0, , 35.4, 33.4, 40.6, 33.4
gradient-descent-1, 10, 400, 10, 10, 64, 404.96, 8.01950019, 21, 7.050459, 69553, 35.9, 33.5, 36.6, 33.0
base-gradient-descent-1, 10, 400, 10, 10, 64, 223.95, 4.33537686, , 0, , 34.5, 33.4, 45.0, 35.4
gradient-descent-1, 10, 400, 10, 10, 64, 386.00, 7.31371386, 29, 11.122919, 95465, 37.9, 34.9, 47.4, 35.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 183.94, 4.19021686, , 0, , 37.9, 35.4, 37.6, 33.4
gradient-descent-1, 10, 400, 10, 10, 64, 363.74, 7.86723734, 15, 13.604041, 50137, 35.8, 33.9, 45.2, 41.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 315.00, 4.60724592, , 0, , 49.5, 42.8, 41.5, 34.9
gradient-descent-1, 10, 400, 10, 10, 64, 679.74, 9.03916475, 22, 11.864738, 72792, 39.1, 35.4, 44.1, 40.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 231.51, 4.31358390, , 0, , 47.1, 43.2, 38.1, 33.9
gradient-descent-1, 10, 400, 10, 10, 64, 428.64, 8.09899253, 32, 6.39926700000001, 105304, 41.0, 36.6, 38.9, 36.1
base-gradient-descent-1, 10, 400, 10, 10, 64, 224.62, 4.30133155, , 0, , 37.6, 34.9, 44.0, 39.0
gradient-descent-1, 10, 400, 10, 10, 64, 427.17, 8.02195961, 22, 16.302592, 73022, 43.2, 38.0, 37.6, 36.6
base-gradient-descent-1, 10, 400, 10, 10, 64, 231.65, 4.32925328, , 0, , 36.4, 35.4, 38.4, 35.1
gradient-descent-1, 10, 400, 10, 10, 64, 418.32, 8.09689374, 18, 10.093164, 60368, 36.9, 34.9, 48.9, 34.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 226.13, 4.30286826, , 0, , 38.6, 34.4, 39.8, 36.1
gradient-descent-1, 10, 400, 10, 10, 64, 383.46, 7.24808181, 24, 16.054968, 79385, 37.6, 35.4, 43.6, 37.8
base-gradient-descent-1, 10, 400, 10, 10, 64, 221.53, 4.29732313, , 0, , 37.4, 34.9, 42.0, 34.4
gradient-descent-1, 10, 400, 10, 10, 64, 422.01, 8.13104234, 20, 11.327531, 67291, 37.4, 34.4, 37.9, 36.6
base-gradient-descent-1, 10, 400, 10, 10, 64, 225.61, 4.36735522, , 0, , 36.4, 34.1, 38.4, 33.9
gradient-descent-1, 10, 400, 10, 10, 64, 427.73, 8.05466956, 44, 5.715497, 144639, 40.8, 37.0, 40.2, 35.1
base-gradient-descent-1, 10, 400, 10, 10, 64, 232.82, 4.31924788, , 0, , 37.6, 34.9, 37.4, 33.9
gradient-descent-1, 10, 400, 10, 10, 64, 417.24, 8.07222074, 26, 17.239369, 86123, 40.6, 38.5, 39.4, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 222.90, 4.29907685, , 0, , 37.4, 34.0, 42.0, 34.9
gradient-descent-1, 10, 400, 10, 10, 64, 411.47, 8.04785764, 22, 8.73652300000001, 73140, 44.0, 35.4, 38.1, 35.1
base-gradient-descent-1, 10, 400, 10, 10, 64, 217.77, 4.29363173, , 0, , 42.5, 40.4, 44.0, 37.8
gradient-descent-1, 10, 400, 10, 10, 64, 371.85, 7.24106222, 28, 8.810822, 92485, 47.6, 34.9, 39.9, 34.1
base-gradient-descent-1, 10, 400, 10, 10, 64, 228.16, 4.31330570, , 0, , 36.9, 34.4, 36.6, 34.4
gradient-descent-1, 10, 400, 10, 10, 64, 425.21, 7.95636159, 26, 13.650633, 85654, 35.9, 34.4, 43.2, 38.5
base-gradient-descent-1, 10, 400, 10, 10, 64, 217.25, 4.32489200, , 0, , 36.9, 34.4, 38.9, 33.5
gradient-descent-1, 10, 400, 10, 10, 64, 352.30, 7.79516275, 17, 19.122546, 57158, 35.8, 34.6, 43.8, 36.1
base-gradient-descent-1, 10, 400, 10, 10, 64, 193.96, 4.20506301, , 0, , 36.4, 33.4, 35.2, 33.0
gradient-descent-1, 10, 400, 10, 10, 64, 361.10, 7.75700241, 15, 22.861557, 50375, 36.6, 33.8, 37.4, 33.0
base-gradient-descent-1, 10, 400, 10, 10, 64, 199.77, 4.20654287, , 0, , 35.4, 33.4, 35.8, 32.5
gradient-descent-1, 10, 400, 10, 10, 64, 354.61, 7.80451455, 25, 14.968472, 82769, 36.6, 33.5, 40.4, 33.9
base-gradient-descent-1, 10, 400, 10, 10, 64, 196.93, 4.21093804, , 0, , 35.9, 34.4, 35.9, 36.1
gradient-descent-1, 10, 400, 10, 10, 64, 356.40, 7.81869655, 19, 13.417815, 63270, 35.0, 33.4, 37.4, 32.5
base-gradient-descent-1, 10, 400, 10, 10, 64, 191.00, 4.18672052, , 0, , 35.4, 33.0, 37.9, 33.0
gradient-descent-1, 10, 400, 10, 10, 64, 357.40, 7.80187668, 29, 10.826695, 95281, 36.4, 33.0, 32.8, 31.5
base-gradient-descent-1, 10, 400, 10, 10, 64, 192.00, 4.20114932, , 0, , 33.5, 32.5, 45.9, 34.9
gradient-descent-1, 10, 400, 10, 10, 64, 358.44, 7.75288307, 12, 16.902597, 40623, 37.1, 33.9, 36.9, 32.5
base-gradient-descent-1, 10, 400, 10, 10, 64, 195.39, 4.21486661, , 0, , 35.9, 33.5, 43.1, 35.4
gradient-descent-1, 10, 400, 10, 10, 64, 359.30, 7.84748437, 12, 15.886242, 40394, 36.4, 33.9, 35.4, 33.8
base-gradient-descent-1, 10, 400, 10, 10, 64, 186.87, 4.20103136, , 0, , 35.0, 33.4, 40.8, 39.9
gradient-descent-1, 10, 400, 10, 10, 64, 356.98, 7.86507026, 27, 10.174084, 89445, 37.9, 34.9, 35.0, 33.0
base-gradient-descent-1, 10, 400, 10, 10, 64, 187.13, 4.19731255, , 0, , 36.1, 34.9, 39.1, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 196.62, 4.22051441, , 0, , 36.6, 33.4, 35.4, 40.4
gradient-descent-1, 10, 400, 25, 10, 16, 355.08, 7.87064113, 90, 6.39428600000001, 292429, 36.9, 35.1, 45.5, 35.4
base-gradient-descent-1, 10, 400, 25, 10, 16, 193.05, 4.21312384, , 0, , 36.1, 33.9, 38.1, 35.6
gradient-descent-1, 10, 400, 25, 10, 16, 363.17, 7.87734953, 33, 11.867552, 108290, 34.5, 32.5, 37.4, 33.4
base-gradient-descent-1, 10, 400, 25, 10, 16, 193.79, 4.20993651, , 0, , 35.4, 33.5, 35.4, 39.9
gradient-descent-1, 10, 400, 25, 10, 16, 351.07, 7.78538752, 57, 7.731223, 186133, 34.5, 32.5, 36.9, 32.8
base-gradient-descent-1, 10, 400, 25, 10, 16, 191.64, 4.20977514, , 0, , 36.1, 33.4, 37.6, 33.5
gradient-descent-1, 10, 400, 25, 10, 16, 355.54, 7.85602739, 40, 13.485749, 131232, 34.5, 33.0, 38.1, 33.2
base-gradient-descent-1, 10, 400, 25, 10, 16, 186.87, 4.20103587, , 0, , 35.4, 33.0, 40.6, 37.2
gradient-descent-1, 10, 400, 25, 10, 16, 343.80, 7.76999759, 50, 14.116844, 162904, 36.4, 34.9, 38.4, 33.5
base-gradient-descent-1, 10, 400, 25, 10, 16, 199.73, 4.22774149, , 0, , 37.4, 34.0, 34.2, 32.5
gradient-descent-1, 10, 400, 25, 10, 16, 354.37, 7.76195893, 50, 9.626716, 163366, 35.4, 34.1, 36.1, 34.4
base-gradient-descent-1, 10, 400, 25, 10, 16, 190.35, 4.19527279, , 0, , 35.4, 33.4, 38.9, 36.1
gradient-descent-1, 10, 400, 25, 10, 16, 353.34, 7.81807815, 48, 13.795616, 157290, 35.9, 33.9, 37.6, 33.2
base-gradient-descent-1, 10, 400, 25, 10, 16, 186.24, 4.20065026, , 0, , 34.2, 32.5, 40.1, 34.0
gradient-descent-1, 10, 400, 25, 10, 16, 353.19, 7.78979162, 69, 10.19052, 225055, 36.6, 33.4, 38.1, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 186.74, 4.19470919, , 0, , 35.2, 33.0, 38.1, 34.1
gradient-descent-1, 10, 400, 25, 10, 16, 357.32, 7.81256506, 51, 2.37505400000001, 167011, 36.9, 33.4, 35.4, 32.2
base-gradient-descent-1, 10, 400, 25, 10, 16, 196.54, 4.21912150, , 0, , 35.0, 33.0, 34.2, 33.0
gradient-descent-1, 10, 400, 25, 10, 16, 352.85, 7.76723492, 36, 9.301033, 117155, 34.8, 33.8, 60.1, 37.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 188.77, 4.18555573, , 0, , 64.5, 33.4, 37.6, 32.8
gradient-descent-1, 10, 400, 25, 10, 16, 324.01, 7.02747754, 57, 10.405487, 185127, 37.6, 33.9, 35.8, 32.5
base-gradient-descent-1, 10, 400, 25, 10, 16, 191.61, 4.19892043, , 0, , 35.2, 32.8, 37.1, 32.5
gradient-descent-1, 10, 400, 25, 10, 16, 350.23, 7.76975613, 59, 6.971481, 192602, 36.4, 33.4, 38.4, 32.8
base-gradient-descent-1, 10, 400, 25, 10, 16, 192.59, 4.21859082, , 0, , 35.9, 33.4, 33.5, 32.5
gradient-descent-1, 10, 400, 25, 10, 16, 356.46, 7.79508754, 72, 8.724109, 233987, 36.4, 34.4, 37.9, 33.8
base-gradient-descent-1, 10, 400, 25, 10, 16, 199.90, 4.23996941, , 0, , 35.4, 33.5, 34.8, 32.5
gradient-descent-1, 10, 400, 25, 10, 16, 360.61, 7.87541080, 78, 11.05291, 253275, 35.4, 33.2, 40.8, 37.5
base-gradient-descent-1, 10, 400, 25, 10, 16, 189.64, 4.19774890, , 0, , 35.9, 33.5, 37.9, 33.0
gradient-descent-1, 10, 400, 25, 10, 16, 322.63, 7.04051203, 69, 9.728857, 224486, 35.4, 33.5, 35.4, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 194.97, 4.22483059, , 0, , 35.2, 33.5, 34.8, 35.1
gradient-descent-1, 10, 400, 25, 10, 16, 358.85, 7.86090678, 58, 11.600396, 187692, 35.2, 33.5, 35.9, 35.9
base-gradient-descent-1, 10, 400, 25, 10, 16, 202.44, 4.25149557, , 0, , 35.4, 33.0, 36.6, 34.6
gradient-descent-1, 10, 400, 25, 10, 16, 321.63, 7.04644478, 111, 9.515416, 361721, 35.9, 33.9, 36.6, 32.8
base-gradient-descent-1, 10, 400, 25, 10, 16, 199.78, 4.22432374, , 0, , 35.0, 33.4, 35.0, 32.5
gradient-descent-1, 10, 400, 25, 10, 16, 366.29, 7.80909729, 77, 8.537722, 249616, 36.4, 33.8, 34.9, 35.1
base-gradient-descent-1, 10, 400, 25, 10, 16, 190.06, 4.20204401, , 0, , 34.8, 33.0, 39.9, 35.9
gradient-descent-1, 10, 400, 25, 10, 16, 348.91, 7.79009421, 37, 6.049812, 121206, 35.4, 33.9, 42.5, 36.9
base-gradient-descent-1, 10, 400, 25, 10, 16, 190.57, 4.18991497, , 0, , 36.1, 33.0, 38.4, 32.5
gradient-descent-1, 10, 400, 25, 10, 16, 363.09, 7.82830630, 49, 8.008683, 160000, 36.6, 33.4, 38.6, 38.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 202.81, 4.21184119, , 0, , 35.4, 33.4, 35.4, 32.2
gradient-descent-1, 10, 400, 25, 10, 16, 323.98, 7.05927547, 28, 10.559334, 91930, 34.8, 33.0, 42.2, 34.4
base-gradient-descent-1, 10, 400, 25, 10, 16, 204.25, 4.24198312, , 0, , 35.0, 33.4, 35.9, 33.0
gradient-descent-1, 10, 400, 25, 10, 16, 358.17, 7.80988443, 99, 4.17716200000001, 321702, 35.4, 33.4, 32.0, 31.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 210.94, 4.31446906, , 0, , 32.5, 32.5, 40.1, 33.8
gradient-descent-1, 10, 400, 25, 10, 16, 394.85, 8.02886548, 60, 12.105534, 196066, 34.2, 34.4, 34.2, 34.4
base-gradient-descent-1, 10, 400, 25, 10, 16, 209.30, 4.31969626, , 0, , 34.0, 34.4, 33.8, 33.9
gradient-descent-1, 10, 400, 25, 10, 16, 317.91, 7.01215465, 34, 9.278001, 112295, 35.2, 33.9, 39.6, 36.4
base-gradient-descent-1, 10, 400, 25, 10, 16, 189.84, 4.18657075, , 0, , 34.0, 33.0, 34.5, 33.0
gradient-descent-1, 10, 400, 25, 10, 16, 325.16, 7.07470344, 66, 7.83793700000001, 214560, 35.8, 33.5, 38.4, 33.2
base-gradient-descent-1, 10, 400, 25, 10, 16, 193.78, 4.23663312, , 0, , 36.4, 33.4, 40.8, 36.9
gradient-descent-1, 10, 400, 25, 10, 16, 362.36, 7.88185573, 43, 6.68750300000001, 139684, 36.6, 33.5, 32.5, 32.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 198.12, 4.21904422, , 0, , 33.0, 32.5, 34.8, 32.0
gradient-descent-1, 10, 400, 25, 10, 16, 356.44, 7.80806699, 31, 8.80642800000001, 101026, 36.9, 33.9, 31.5, 31.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 196.67, 4.21968665, , 0, , 31.5, 31.0, 31.5, 31.0
gradient-descent-1, 10, 400, 25, 10, 16, 354.83, 7.79049854, 51, 11.185144, 165534, 33.5, 32.5, 38.9, 34.1
base-gradient-descent-1, 10, 400, 25, 10, 16, 196.19, 4.20412813, , 0, , 35.6, 33.0, 33.2, 32.0
gradient-descent-1, 10, 400, 25, 10, 16, 371.00, 7.85183946, 34, 10.774303, 111458, 34.9, 33.5, 43.1, 33.8
base-gradient-descent-1, 10, 400, 25, 10, 16, 197.14, 4.22671997, , 0, , 36.4, 33.0, 34.5, 32.0
gradient-descent-1, 10, 400, 25, 10, 16, 362.33, 7.77464019, 38, 12.503568, 124456, 38.1, 34.6, 31.5, 31.0
base-gradient-descent-1, 10, 400, 25, 10, 16, 212.26, 4.31435026, , 0, , 32.0, 32.0, 32.8, 33.4
base-gradient-descent-1, 10, 400, 25, 10, 64, 212.26, 4.32158548, , 0, , 34.0, 34.4, 40.8, 34.6
gradient-descent-1, 10, 400, 25, 10, 64, 323.72, 7.06503486, 86, 5.56338600000001, 279091, 34.5, 34.4, 39.6, 33.8
base-gradient-descent-1, 10, 400, 25, 10, 64, 201.66, 4.22680098, , 0, , 37.1, 32.8, 35.9, 32.0
gradient-descent-1, 10, 400, 25, 10, 64, 367.82, 7.81620120, 33, 10.496133, 108351, 35.0, 33.4, 32.5, 32.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 216.19, 4.34271070, , 0, , 32.5, 32.5, 34.5, 35.1
gradient-descent-1, 10, 400, 25, 10, 64, 366.31, 7.93210296, 99, 8.023425, 320999, 35.4, 34.4, 36.4, 33.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 191.27, 4.19861395, , 0, , 34.8, 32.5, 37.9, 33.2
gradient-descent-1, 10, 400, 25, 10, 64, 364.52, 7.81759757, 38, 11.725082, 125033, 35.9, 33.5, 34.0, 33.8
base-gradient-descent-1, 10, 400, 25, 10, 64, 203.41, 4.22423650, , 0, , 34.5, 33.4, 38.9, 33.2
gradient-descent-1, 10, 400, 25, 10, 64, 325.83, 7.03371722, 36, 9.366995, 117665, 35.0, 33.4, 35.0, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 203.06, 4.21940975, , 0, , 34.0, 33.0, 35.2, 33.5
