work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
gradient-descent-1, 10, 800, 25, 10, 16, 356.58, 7.75043216, 37, 8.91113, 244037, 35.8, 32.5, 35.9, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 237.78, 4.30929676, , 0, , 35.0, 33.5, 35.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 382.49, 7.90105097, 39, 6.248239, 256711, 36.9, 33.2, 39.4, 33.2
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.32, 4.18661469, , 0, , 35.1, 33.0, 36.9, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 361.50, 7.81807077, 40, 5.671408, 262096, 35.9, 33.4, 36.9, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 196.49, 4.21505742, , 0, , 34.0, 33.0, 35.9, 33.8
gradient-descent-1, 10, 800, 25, 10, 16, 349.22, 7.77349394, 48, 9.59508700000001, 314091, 35.8, 33.9, 37.4, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 192.96, 4.20463121, , 0, , 35.4, 33.4, 35.4, 32.0
gradient-descent-1, 10, 800, 25, 10, 16, 356.69, 7.80870231, 72, 6.286304, 467536, 35.4, 32.5, 37.9, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 194.82, 4.18599882, , 0, , 34.0, 33.0, 37.6, 32.8
gradient-descent-1, 10, 800, 25, 10, 16, 349.78, 7.76395762, 31, 6.91455500000001, 203813, 41.2, 37.0, 38.1, 32.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.84, 4.18060578, , 0, , 35.4, 32.0, 38.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 349.23, 7.78240810, 40, 7.659935, 262070, 35.4, 33.9, 37.6, 36.9
base-gradient-descent-1, 10, 800, 25, 10, 16, 191.92, 4.19273138, , 0, , 35.8, 33.0, 36.6, 32.0
gradient-descent-1, 10, 800, 25, 10, 16, 352.86, 7.83615288, 48, 3.10850500000001, 312689, 37.4, 33.5, 58.1, 36.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 194.76, 4.19581383, , 0, , 67.9, 33.0, 36.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 351.12, 7.78565795, 53, 7.324459, 346336, 38.9, 35.6, 37.6, 32.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 189.54, 4.20437180, , 0, , 35.9, 32.8, 34.0, 31.5
gradient-descent-1, 10, 800, 25, 10, 16, 360.53, 7.79343883, 56, 5.869697, 364031, 35.0, 33.2, 45.0, 33.2
base-gradient-descent-1, 10, 800, 25, 10, 16, 195.99, 4.21639245, , 0, , 35.0, 33.0, 42.2, 35.6
gradient-descent-1, 10, 800, 25, 10, 16, 360.32, 7.88732879, 62, 6.033575, 404268, 47.4, 37.0, 37.6, 33.8
base-gradient-descent-1, 10, 800, 25, 10, 16, 196.70, 4.25079650, , 0, , 34.9, 33.4, 36.9, 32.0
gradient-descent-1, 10, 800, 25, 10, 16, 357.25, 7.77611571, 33, 8.710497, 217268, 35.4, 33.0, 41.2, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 191.29, 4.19732797, , 0, , 35.9, 34.0, 38.1, 32.8
gradient-descent-1, 10, 800, 25, 10, 16, 362.95, 7.81305068, 62, 3.947794, 403775, 35.9, 33.4, 34.4, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 193.73, 4.19537955, , 0, , 34.9, 33.4, 35.0, 33.0
gradient-descent-1, 10, 800, 25, 10, 16, 355.86, 7.76491289, 31, 9.419256, 204569, 35.0, 33.4, 36.9, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 189.34, 4.18835339, , 0, , 35.2, 33.0, 37.6, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 354.20, 7.82177139, 43, 11.69724, 282158, 39.9, 36.1, 36.9, 34.6
base-gradient-descent-1, 10, 800, 25, 10, 16, 187.16, 4.17254993, , 0, , 34.0, 33.0, 37.9, 34.4
gradient-descent-1, 10, 800, 25, 10, 16, 354.22, 7.79778179, 60, 6.333186, 390989, 36.6, 34.0, 38.9, 32.8
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.74, 4.19000185, , 0, , 35.4, 33.0, 41.0, 37.5
gradient-descent-1, 10, 800, 25, 10, 16, 353.72, 7.78055113, 70, 5.531131, 457023, 36.1, 33.0, 36.1, 33.8
base-gradient-descent-1, 10, 800, 25, 10, 16, 192.48, 4.20409256, , 0, , 34.5, 33.4, 36.1, 31.8
gradient-descent-1, 10, 800, 25, 10, 16, 351.96, 7.77378542, 69, 6.634011, 447744, 39.4, 37.0, 36.4, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 200.96, 4.21476323, , 0, , 35.0, 33.5, 36.1, 33.0
gradient-descent-1, 10, 800, 25, 10, 16, 356.78, 7.85126907, 51, 8.39050900000001, 333981, 34.5, 33.0, 37.4, 33.6
base-gradient-descent-1, 10, 800, 25, 10, 16, 191.65, 4.18127932, , 0, , 35.2, 33.4, 41.5, 36.6
base-gradient-descent-1, 10, 800, 25, 10, 64, 199.13, 4.22526718, , 0, , 35.9, 33.2, 35.0, 32.5
gradient-descent-1, 10, 800, 25, 10, 64, 359.23, 7.80948394, 37, 10.899536, 242750, 37.9, 33.9, 49.4, 36.9
base-gradient-descent-1, 10, 800, 25, 10, 64, 190.28, 4.18755011, , 0, , 35.4, 33.5, 41.5, 38.0
gradient-descent-1, 10, 800, 25, 10, 64, 386.84, 7.93316475, 47, 3.08313200000001, 306536, 40.2, 35.1, 43.0, 36.1
base-gradient-descent-1, 10, 800, 25, 10, 64, 190.09, 4.18266107, , 0, , 35.4, 33.0, 37.4, 33.2
gradient-descent-1, 10, 800, 25, 10, 64, 356.99, 7.77656000, 38, 10.461065, 249737, 35.9, 34.0, 37.4, 32.8
base-gradient-descent-1, 10, 800, 25, 10, 64, 195.96, 4.22679378, , 0, , 35.4, 33.5, 34.5, 32.0
gradient-descent-1, 10, 800, 25, 10, 64, 361.39, 7.87466572, 37, 10.464422, 243563, 41.8, 39.9, 42.2, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 64, 196.44, 4.21135891, , 0, , 35.4, 33.0, 37.6, 32.2
gradient-descent-1, 10, 800, 25, 10, 64, 354.54, 7.88464194, 57, 6.81369600000001, 370972, 34.5, 33.0, 38.1, 32.8
base-gradient-descent-1, 10, 800, 25, 10, 64, 194.70, 4.20329925, , 0, , 35.4, 32.5, 36.6, 33.2
gradient-descent-1, 10, 800, 25, 10, 64, 364.79, 7.85086365, 31, 12.440842, 204541, 35.0, 32.8, 38.4, 32.2
base-gradient-descent-1, 10, 800, 25, 10, 64, 199.35, 4.22139197, , 0, , 34.8, 33.0, 34.5, 32.0
gradient-descent-1, 10, 800, 25, 10, 64, 354.32, 7.80632946, 81, 7.22202, 525200, 36.4, 33.2, 38.4, 31.8
base-gradient-descent-1, 10, 800, 25, 10, 64, 188.76, 4.17906871, , 0, , 34.0, 33.0, 45.1, 36.9
gradient-descent-1, 10, 800, 25, 10, 64, 398.58, 7.94731656, 36, 8.86405500000001, 236091, 39.9, 38.0, 42.8, 37.2
base-gradient-descent-1, 10, 800, 25, 10, 64, 194.01, 4.19955618, , 0, , 35.4, 33.5, 36.9, 33.8
gradient-descent-1, 10, 800, 25, 10, 64, 360.29, 7.78729219, 33, 3.42558200000001, 217149, 35.0, 33.5, 46.8, 34.6
base-gradient-descent-1, 10, 800, 25, 10, 64, 188.59, 4.18022520, , 0, , 35.4, 33.0, 36.9, 32.8
gradient-descent-1, 10, 800, 25, 10, 64, 356.53, 7.86508067, 41, 9.007694, 268961, 35.8, 33.0, 36.9, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 64, 195.17, 4.22379072, , 0, , 35.0, 33.5, 38.9, 36.9
gradient-descent-1, 10, 800, 25, 10, 64, 363.02, 7.98283575, 52, 8.65933200000001, 340384, 34.0, 33.0, 46.4, 35.1
base-gradient-descent-1, 10, 800, 25, 10, 64, 189.27, 4.17660524, , 0, , 35.8, 33.5, 53.6, 33.4
gradient-descent-1, 10, 800, 25, 10, 64, 353.50, 7.76664498, 33, 6.80296, 216785, 35.4, 33.5, 35.2, 33.8
base-gradient-descent-1, 10, 800, 25, 10, 64, 190.26, 4.20028733, , 0, , 35.0, 33.4, 38.1, 32.5
gradient-descent-1, 10, 800, 25, 10, 64, 363.43, 7.84411931, 29, 7.41331600000001, 191482, 37.6, 33.2, 48.1, 38.0
base-gradient-descent-1, 10, 800, 25, 10, 64, 195.65, 4.20098971, , 0, , 35.4, 33.0, 40.1, 32.8
gradient-descent-1, 10, 800, 25, 10, 64, 369.37, 7.93230197, 49, 11.708165, 319538, 36.1, 33.4, 41.0, 33.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 193.26, 4.19973045, , 0, , 34.5, 33.0, 44.6, 33.9
gradient-descent-1, 10, 800, 25, 10, 64, 356.51, 7.83281688, 48, 6.55672700000001, 314109, 35.4, 33.4, 37.9, 39.9
base-gradient-descent-1, 10, 800, 25, 10, 64, 190.04, 4.20204478, , 0, , 34.5, 33.4, 37.9, 35.1
gradient-descent-1, 10, 800, 25, 10, 64, 367.81, 7.80784836, 48, 11.07506, 314376, 35.4, 33.0, 39.8, 36.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 190.81, 4.19332494, , 0, , 34.0, 32.5, 37.6, 32.5
gradient-descent-1, 10, 800, 25, 10, 64, 357.63, 7.74917341, 31, 9.250175, 205615, 35.2, 33.0, 40.2, 34.4
base-gradient-descent-1, 10, 800, 25, 10, 64, 191.46, 4.18826958, , 0, , 34.5, 32.5, 42.2, 37.5
gradient-descent-1, 10, 800, 25, 10, 64, 370.90, 7.83279039, 41, 7.49431700000001, 269245, 36.9, 35.4, 40.2, 36.9
base-gradient-descent-1, 10, 800, 25, 10, 64, 189.93, 4.19690815, , 0, , 34.2, 33.4, 43.2, 36.1
gradient-descent-1, 10, 800, 25, 10, 64, 351.78, 7.79135369, 65, 5.22578, 424073, 39.1, 33.4, 30.6, 30.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 186.03, 4.17738757, , 0, , 31.8, 31.5, 38.1, 33.0
gradient-descent-1, 10, 800, 25, 10, 64, 353.16, 7.77573554, 39, 11.572942, 255224, 40.8, 37.5, 37.4, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 64, 200.92, 4.20991382, , 0, , 35.2, 33.0, 35.2, 32.8
gradient-descent-1, 10, 800, 25, 10, 64, 371.01, 7.86938111, 41, 8.618179, 269058, 47.6, 33.8, 36.1, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 196.11, 4.20382410, , 0, , 35.4, 33.0, 33.8, 31.5
gradient-descent-1, 10, 800, 25, 10, 64, 353.56, 7.77266220, 37, 6.43797600000001, 243932, 34.8, 32.5, 40.1, 36.1
base-gradient-descent-1, 10, 800, 25, 10, 64, 192.50, 4.20808703, , 0, , 34.8, 33.0, 34.4, 32.0
gradient-descent-1, 10, 800, 25, 10, 64, 359.89, 7.81034898, 52, 6.802222, 338626, 36.1, 33.5, 34.8, 34.6
base-gradient-descent-1, 10, 800, 25, 10, 64, 190.48, 4.19714156, , 0, , 34.0, 32.5, 39.6, 33.8
gradient-descent-1, 10, 800, 25, 10, 64, 356.28, 7.82946514, 69, 9.532415, 450254, 35.4, 33.9, 38.4, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 192.50, 4.21448018, , 0, , 35.4, 33.0, 34.8, 31.5
gradient-descent-1, 10, 800, 25, 10, 64, 359.83, 7.81114124, 68, 6.886307, 442699, 35.8, 33.5, 37.1, 32.2
base-gradient-descent-1, 10, 800, 25, 10, 64, 195.12, 4.18781294, , 0, , 35.0, 33.0, 36.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 64, 363.78, 7.93915653, 80, 7.37696800000001, 519023, 35.0, 33.8, 35.0, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 201.52, 4.21337763, , 0, , 34.5, 33.0, 34.0, 32.0
gradient-descent-1, 10, 800, 25, 10, 64, 356.77, 7.83832833, 79, 7.860738, 514725, 36.4, 32.5, 34.5, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 64, 192.39, 4.20068691, , 0, , 33.5, 32.0, 38.1, 32.5
gradient-descent-1, 10, 800, 25, 10, 64, 354.21, 7.79857435, 30, 6.28841300000001, 197594, 35.2, 33.4, 41.8, 32.8
base-gradient-descent-1, 10, 800, 25, 10, 64, 188.09, 4.19616722, , 0, , 35.4, 33.0, 37.1, 32.5
gradient-descent-1, 10, 800, 25, 10, 64, 358.60, 7.78875670, 44, 9.245052, 287487, 36.1, 33.0, 39.8, 33.8
base-gradient-descent-1, 10, 800, 25, 10, 64, 196.60, 4.20514708, , 0, , 35.4, 33.4, 34.0, 31.2
gradient-descent-1, 10, 800, 25, 10, 64, 355.50, 7.75586890, 38, 6.84421300000001, 249066, 35.0, 32.5, 43.5, 34.9
base-gradient-descent-1, 10, 800, 25, 10, 64, 200.13, 4.23455022, , 0, , 34.5, 33.4, 34.0, 33.0
base-gradient-descent-1, 10, 400, 10, 25, 16, 199.15, 4.21545447, , 0, , 35.2, 33.9, 35.4, 34.6
gradient-descent-1, 10, 400, 10, 25, 16, 309.19, 6.97013397, 20, 15.55988, 37937, 37.9, 34.9, 36.1, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 193.75, 4.21222144, , 0, , 34.8, 33.0, 33.5, 31.5
gradient-descent-1, 10, 400, 10, 25, 16, 366.81, 7.82544133, 17, 11.36085, 32356, 34.8, 32.5, 34.5, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 194.80, 4.21124507, , 0, , 34.2, 33.4, 34.8, 32.8
gradient-descent-1, 10, 400, 10, 25, 16, 350.72, 7.79643030, 34, 5.97285100000001, 64343, 35.0, 32.5, 38.1, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 188.52, 4.18846504, , 0, , 35.8, 33.4, 39.4, 36.5
gradient-descent-1, 10, 400, 10, 25, 16, 321.46, 7.02176978, 14, 11.669906, 27176, 36.9, 34.4, 34.0, 31.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 194.33, 4.22869392, , 0, , 33.5, 32.5, 37.4, 34.6
gradient-descent-1, 10, 400, 10, 25, 16, 353.41, 7.73411778, 19, 13.102187, 36505, 35.9, 33.0, 39.8, 36.4
base-gradient-descent-1, 10, 400, 10, 25, 16, 189.53, 4.18051551, , 0, , 34.8, 33.0, 40.6, 36.1
gradient-descent-1, 10, 400, 10, 25, 16, 324.09, 7.06567822, 33, 8.04209400000001, 62390, 36.9, 33.5, 38.6, 36.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 190.84, 4.17072798, , 0, , 35.0, 33.0, 35.9, 32.8
gradient-descent-1, 10, 400, 10, 25, 16, 355.77, 7.73390657, 12, 9.042975, 23232, 35.0, 33.0, 33.2, 32.2
base-gradient-descent-1, 10, 400, 10, 25, 16, 203.58, 4.21917123, , 0, , 33.5, 33.0, 34.4, 33.2
gradient-descent-1, 10, 400, 10, 25, 16, 311.62, 7.00271652, 15, 14.338318, 29137, 35.4, 34.1, 38.6, 31.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 205.30, 4.21170719, , 0, , 35.4, 32.5, 35.2, 39.0
gradient-descent-1, 10, 400, 10, 25, 16, 322.64, 7.01352275, 20, 9.37103500000001, 38046, 34.0, 33.0, 34.9, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 199.18, 4.20405084, , 0, , 53.2, 33.0, 33.5, 32.0
gradient-descent-1, 10, 400, 10, 25, 16, 322.56, 7.04994309, 26, 8.29660200000001, 49120, 35.0, 33.2, 39.4, 36.9
base-gradient-descent-1, 10, 400, 10, 25, 16, 201.44, 4.21675779, , 0, , 34.5, 33.0, 42.0, 36.4
gradient-descent-1, 10, 400, 10, 25, 16, 357.86, 7.74624220, 34, 8.73626400000001, 64843, 35.0, 34.0, 34.5, 33.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 189.51, 4.17621643, , 0, , 34.5, 33.4, 36.9, 34.4
gradient-descent-1, 10, 400, 10, 25, 16, 326.25, 7.04508822, 15, 10.764698, 28954, 35.9, 34.1, 35.9, 35.9
base-gradient-descent-1, 10, 400, 10, 25, 16, 187.66, 4.19998661, , 0, , 34.5, 33.4, 40.1, 32.0
gradient-descent-1, 10, 400, 10, 25, 16, 349.40, 7.75672280, 26, 10.221802, 49370, 36.6, 32.5, 35.8, 32.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 192.90, 4.19075033, , 0, , 35.0, 33.0, 35.9, 33.5
gradient-descent-1, 10, 400, 10, 25, 16, 320.91, 7.02313008, 24, 8.60433400000001, 45800, 35.4, 34.0, 36.1, 38.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 188.25, 4.19580326, , 0, , 34.5, 32.5, 31.5, 31.0
gradient-descent-1, 10, 400, 10, 25, 16, 322.64, 7.01208511, 21, 10.849319, 40670, 33.2, 32.0, 35.4, 31.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 190.94, 4.20675977, , 0, , 34.0, 32.5, 34.0, 31.5
gradient-descent-1, 10, 400, 10, 25, 16, 326.69, 7.06622338, 14, 8.495225, 26897, 35.9, 32.5, 40.1, 37.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 192.12, 4.19625714, , 0, , 35.8, 32.5, 38.1, 32.0
gradient-descent-1, 10, 400, 10, 25, 16, 319.27, 7.08473082, 24, 10.212007, 45091, 37.6, 33.2, 36.9, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 190.10, 4.19930268, , 0, , 35.4, 33.4, 37.1, 32.0
gradient-descent-1, 10, 400, 10, 25, 16, 359.86, 7.74262563, 22, 9.82437400000001, 42638, 36.1, 32.5, 34.5, 33.2
base-gradient-descent-1, 10, 400, 10, 25, 16, 185.57, 4.17859393, , 0, , 34.5, 33.0, 40.2, 35.9
gradient-descent-1, 10, 400, 10, 25, 16, 347.39, 7.74864115, 18, 13.930682, 34469, 35.2, 33.0, 35.8, 32.0
base-gradient-descent-1, 10, 400, 10, 25, 16, 186.70, 4.18943037, , 0, , 34.5, 32.5, 36.6, 32.5
gradient-descent-1, 10, 400, 10, 25, 16, 349.76, 7.74918718, 21, 12.751193, 39804, 35.9, 33.0, 39.9, 37.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 197.63, 4.22212834, , 0, , 35.0, 33.4, 39.8, 36.1
gradient-descent-1, 10, 400, 10, 25, 16, 324.37, 7.04308190, 30, 9.467326, 57179, 36.1, 33.2, 35.4, 33.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 191.66, 4.21278749, , 0, , 35.0, 32.5, 35.9, 31.6
gradient-descent-1, 10, 400, 10, 25, 16, 319.62, 7.06236152, 31, 11.702998, 59444, 36.4, 32.5, 35.9, 34.1
base-gradient-descent-1, 10, 400, 10, 25, 16, 186.77, 4.16274960, , 0, , 34.5, 33.0, 40.1, 35.4
gradient-descent-1, 10, 400, 10, 25, 16, 382.93, 7.98218147, 20, 9.757501, 38476, 36.9, 38.0, 34.0, 35.6
base-gradient-descent-1, 10, 400, 10, 25, 16, 209.08, 4.33968015, , 0, , 33.5, 35.4, 32.5, 33.9
gradient-descent-1, 10, 400, 10, 25, 16, 329.22, 7.07200044, 31, 8.63310200000001, 59183, 34.5, 34.4, 38.1, 32.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 188.61, 4.17637269, , 0, , 35.4, 33.5, 38.1, 33.4
gradient-descent-1, 10, 400, 10, 25, 16, 324.29, 7.03389421, 20, 13.716534, 38483, 35.8, 33.9, 34.5, 33.2
base-gradient-descent-1, 10, 400, 10, 25, 16, 186.72, 4.18418016, , 0, , 34.0, 33.0, 38.6, 32.8
gradient-descent-1, 10, 400, 10, 25, 16, 345.46, 7.78354351, 29, 5.832865, 54975, 35.4, 33.0, 36.4, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 189.93, 4.19485454, , 0, , 34.5, 33.0, 36.6, 32.5
gradient-descent-1, 10, 400, 10, 25, 16, 316.91, 7.01272278, 42, 7.47425, 79820, 34.8, 33.4, 39.4, 35.6
base-gradient-descent-1, 10, 400, 10, 25, 16, 199.37, 4.22242192, , 0, , 34.0, 32.5, 33.2, 32.0
gradient-descent-1, 10, 400, 10, 25, 16, 353.17, 7.78641988, 24, 13.2696, 46226, 35.0, 33.0, 36.4, 33.0
base-gradient-descent-1, 10, 400, 10, 25, 16, 197.72, 4.21137398, , 0, , 35.4, 33.5, 34.0, 31.1
gradient-descent-1, 10, 400, 10, 25, 16, 353.63, 7.77100332, 22, 12.354206, 41898, 35.9, 33.0, 37.9, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 16, 192.62, 4.20867539, , 0, , 36.4, 33.0, 35.4, 31.5
gradient-descent-1, 10, 400, 10, 25, 16, 358.65, 7.80194857, 13, 10.839861, 25374, 35.0, 32.5, 38.4, 32.8
base-gradient-descent-1, 10, 400, 10, 25, 16, 194.40, 4.21048398, , 0, , 35.9, 33.5, 37.9, 35.6
base-gradient-descent-1, 10, 400, 10, 25, 64, 196.97, 4.23167577, , 0, , 34.2, 32.5, 40.6, 36.5
gradient-descent-1, 10, 400, 10, 25, 64, 308.40, 6.96453028, 31, 6.258089, 58947, 36.9, 33.9, 36.1, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 189.33, 4.17823560, , 0, , 35.9, 32.8, 36.4, 33.5
gradient-descent-1, 10, 400, 10, 25, 64, 317.14, 7.02914106, 22, 10.544484, 41892, 36.4, 34.1, 33.8, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 203.13, 4.21320327, , 0, , 34.0, 33.0, 55.5, 33.8
gradient-descent-1, 10, 400, 10, 25, 64, 317.83, 7.01167192, 13, 11.61019, 25243, 34.8, 34.1, 36.9, 32.0
base-gradient-descent-1, 10, 400, 10, 25, 64, 196.66, 4.20233945, , 0, , 34.5, 32.5, 38.4, 33.5
gradient-descent-1, 10, 400, 10, 25, 64, 319.93, 7.01416660, 17, 16.474973, 32492, 38.9, 35.4, 35.4, 31.6
base-gradient-descent-1, 10, 400, 10, 25, 64, 194.52, 4.20843658, , 0, , 34.2, 33.0, 34.4, 32.5
gradient-descent-1, 10, 400, 10, 25, 64, 330.77, 7.03999434, 21, 10.213422, 40060, 34.8, 33.0, 39.4, 36.6
base-gradient-descent-1, 10, 400, 10, 25, 64, 186.27, 4.19013853, , 0, , 34.8, 33.4, 37.1, 32.0
gradient-descent-1, 10, 400, 10, 25, 64, 329.94, 7.03349058, 24, 14.168523, 45128, 35.4, 33.0, 36.1, 33.0
base-gradient-descent-1, 10, 400, 10, 25, 64, 195.83, 4.21724273, , 0, , 34.8, 33.9, 34.2, 32.0
gradient-descent-1, 10, 400, 10, 25, 64, 348.41, 7.78702899, 16, 6.92341300000001, 30446, 35.2, 32.5, 40.6, 36.9
base-gradient-descent-1, 10, 400, 10, 25, 64, 191.76, 4.19906262, , 0, , 35.8, 33.0, 38.4, 34.4
gradient-descent-1, 10, 400, 10, 25, 64, 325.07, 7.06339986, 19, 14.336367, 36546, 36.4, 34.1, 36.4, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 188.41, 4.18425748, , 0, , 35.0, 33.0, 37.4, 32.5
gradient-descent-1, 10, 400, 10, 25, 64, 350.25, 7.75480107, 15, 8.213718, 28819, 36.1, 33.0, 35.0, 33.8
base-gradient-descent-1, 10, 400, 10, 25, 64, 192.29, 4.19220120, , 0, , 34.8, 33.0, 38.9, 34.1
gradient-descent-1, 10, 400, 10, 25, 64, 313.15, 7.01039285, 43, 9.650462, 81742, 39.4, 37.8, 34.2, 31.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 200.51, 4.22126214, , 0, , 34.5, 32.5, 34.2, 32.5
gradient-descent-1, 10, 400, 10, 25, 64, 319.86, 6.97596588, 15, 13.134031, 29378, 35.4, 33.8, 42.0, 33.4
base-gradient-descent-1, 10, 400, 10, 25, 64, 191.69, 4.19616294, , 0, , 43.2, 33.0, 36.4, 33.0
gradient-descent-1, 10, 400, 10, 25, 64, 319.47, 7.01885321, 38, 6.12639300000001, 72095, 35.9, 33.4, 35.9, 32.8
base-gradient-descent-1, 10, 400, 10, 25, 64, 184.86, 4.17684494, , 0, , 34.5, 33.0, 36.6, 33.0
gradient-descent-1, 10, 400, 10, 25, 64, 324.42, 7.07040129, 15, 13.476152, 28755, 37.4, 33.0, 35.2, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 189.83, 4.17239244, , 0, , 34.5, 32.5, 37.9, 34.6
gradient-descent-1, 10, 400, 10, 25, 64, 318.32, 7.06553141, 30, 9.223355, 57665, 43.5, 33.4, 35.2, 32.2
base-gradient-descent-1, 10, 400, 10, 25, 64, 183.31, 4.17991411, , 0, , 34.5, 33.0, 36.4, 32.0
gradient-descent-1, 10, 400, 10, 25, 64, 350.09, 7.77335779, 18, 6.52898400000001, 34168, 40.2, 36.1, 38.4, 32.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 191.11, 4.20259039, , 0, , 35.0, 33.0, 39.9, 36.1
gradient-descent-1, 10, 400, 10, 25, 64, 325.62, 7.04065320, 19, 8.244699, 36275, 45.0, 36.6, 39.4, 37.5
base-gradient-descent-1, 10, 400, 10, 25, 64, 193.79, 4.19920522, , 0, , 34.5, 33.0, 38.6, 34.6
gradient-descent-1, 10, 400, 10, 25, 64, 320.76, 7.01461426, 19, 10.904102, 36456, 35.2, 33.4, 33.5, 32.8
base-gradient-descent-1, 10, 400, 10, 25, 64, 190.52, 4.21597565, , 0, , 34.0, 33.0, 33.5, 31.5
