work,dimension,population_size,max_gens,alpha,RAM,PKG,seconds,generations,diff_fitness,evaluations,initial_temp
intel-2, 5, 400, 10, 10, 21.75, 170.68, 26.53677554, 19, 0.0814619999999877, 71222, 61.0
base-intel-2, 5, 400, 10, 10, 17.78, 126.73, 20.05171560, , 0, , 58.0
intel-2, 5, 400, 10, 10, 21.60, 170.84, 26.50221258, 35, 0.156468000000018, 130400, 60.0
base-intel-2, 5, 400, 10, 10, 16.28, 130.06, 19.74951819, , 0, , 61.0
intel-2, 5, 400, 10, 10, 22.43, 172.46, 26.89242202, 33, 0.185555000000022, 122831, 61.0
base-intel-2, 5, 400, 10, 10, 15.99, 124.38, 19.49293373, , 0, , 66.0
intel-2, 5, 400, 10, 10, 22.29, 172.39, 26.96287899, 39, 0.106161999999983, 144973, 63.0
base-intel-2, 5, 400, 10, 10, 16.12, 124.70, 19.42864479, , 0, , 63.0
intel-2, 5, 400, 10, 10, 21.72, 169.60, 26.69122859, 12, 0.10306300000002, 45257, 62.0
base-intel-2, 5, 400, 10, 10, 16.52, 124.62, 19.55586895, , 0, , 61.0
intel-2, 5, 400, 10, 10, 22.07, 169.36, 26.77677447, 13, 0.32455299999998, 49015, 60.0
base-intel-2, 5, 400, 10, 10, 16.31, 125.09, 19.59665387, , 0, , 62.0
intel-2, 5, 400, 10, 10, 22.64, 169.57, 26.76634820, 24, 0.217388000000028, 89666, 60.0
base-intel-2, 5, 400, 10, 10, 15.85, 125.58, 19.35180032, , 0, , 59.0
intel-2, 5, 400, 10, 10, 22.61, 172.24, 27.01603794, 41, 0.157085999999993, 152294, 59.0
base-intel-2, 5, 400, 10, 10, 16.78, 126.08, 19.58031635, , 0, , 62.0
intel-2, 5, 400, 10, 10, 23.65, 173.16, 27.37392464, 35, 0.179791000000023, 130226, 61.0
base-intel-2, 5, 400, 10, 10, 16.41, 126.27, 19.53464093, , 0, , 63.0
intel-2, 5, 400, 10, 10, 21.99, 170.76, 26.78266841, 16, 0.180372000000034, 59889, 63.0
base-intel-2, 5, 400, 10, 10, 16.39, 126.53, 19.72692364, , 0, , 63.0
intel-2, 5, 400, 10, 10, 22.07, 173.41, 26.92136347, 17, 0.073869000000002, 63865, 63.0
base-intel-2, 5, 400, 10, 10, 16.41, 127.32, 19.74381056, , 0, , 65.0
intel-2, 5, 400, 10, 10, 21.57, 168.23, 26.45329724, 30, 0.0824959999999919, 111633, 61.0
base-intel-2, 5, 400, 10, 10, 16.75, 127.31, 19.64382252, , 0, , 60.0
intel-2, 5, 400, 10, 10, 22.02, 172.30, 26.86969198, 15, 0.257374000000027, 56407, 59.0
base-intel-2, 5, 400, 10, 10, 16.49, 122.93, 19.58177008, , 0, , 61.0
intel-2, 5, 400, 10, 10, 22.24, 171.75, 26.82832868, 12, 0.262032000000033, 45382, 59.0
base-intel-2, 5, 400, 10, 10, 16.08, 121.03, 19.40590440, , 0, , 60.0
intel-2, 5, 400, 10, 10, 22.99, 172.55, 27.18786223, 13, 0.27081400000003, 49000, 62.0
base-intel-2, 5, 400, 10, 10, 16.71, 127.76, 19.69568990, , 0, , 61.0
intel-2, 5, 400, 10, 10, 21.72, 173.55, 26.54857165, 18, 0.104284000000007, 67520, 62.0
base-intel-2, 5, 400, 10, 10, 16.76, 127.01, 19.78852475, , 0, , 62.0
intel-2, 5, 400, 10, 10, 22.44, 172.82, 27.03760033, 25, 0.183386999999982, 93329, 64.0
base-intel-2, 5, 400, 10, 10, 15.98, 125.34, 19.42492685, , 0, , 62.0
intel-2, 5, 400, 10, 10, 22.49, 174.37, 27.07027719, 21, 0.147079000000019, 78664, 61.0
base-intel-2, 5, 400, 10, 10, 16.08, 124.59, 19.47223341, , 0, , 60.0
intel-2, 5, 400, 10, 10, 21.90, 167.23, 26.51071499, 15, 0.185206999999991, 56262, 62.0
base-intel-2, 5, 400, 10, 10, 16.98, 124.85, 19.89583774, , 0, , 60.0
intel-2, 5, 400, 10, 10, 21.93, 171.08, 26.82384085, 17, 0.104510000000005, 63963, 60.0
base-intel-2, 5, 400, 10, 10, 17.73, 127.13, 20.09390963, , 0, , 60.0
intel-2, 5, 400, 10, 10, 21.95, 173.42, 26.73078678, 14, 0.354393000000016, 52659, 61.0
base-intel-2, 5, 400, 10, 10, 16.29, 126.35, 19.57487143, , 0, , 60.0
intel-2, 5, 400, 10, 10, 22.82, 171.86, 27.14531443, 16, 0.125254999999981, 60010, 63.0
base-intel-2, 5, 400, 10, 10, 16.34, 126.03, 19.56509653, , 0, , 62.0
intel-2, 5, 400, 10, 10, 22.26, 172.59, 26.89373911, 16, 0.19922200000002, 59981, 64.0
base-intel-2, 5, 400, 10, 10, 16.76, 123.45, 19.61480102, , 0, , 67.0
intel-2, 5, 400, 10, 10, 22.29, 168.37, 26.92520201, 20, 0.259447000000023, 74961, 62.0
base-intel-2, 5, 400, 10, 10, 16.62, 126.46, 19.71790906, , 0, , 61.0
intel-2, 5, 400, 10, 10, 22.20, 168.73, 26.57250374, 19, 0.172105999999985, 71120, 58.0
base-intel-2, 5, 400, 10, 10, 16.36, 124.88, 19.43974341, , 0, , 62.0
intel-2, 5, 400, 10, 10, 22.55, 174.70, 26.97315439, 31, 0.248870000000011, 115482, 59.0
base-intel-2, 5, 400, 10, 10, 16.20, 124.05, 19.46925265, , 0, , 59.0
intel-2, 5, 400, 10, 10, 22.17, 169.14, 26.85672615, 22, 0.232822999999996, 82241, 62.0
base-intel-2, 5, 400, 10, 10, 16.68, 122.46, 19.57482914, , 0, , 62.0
intel-2, 5, 400, 10, 10, 22.36, 170.89, 26.93710664, 50, 0.150214000000005, 185581, 62.0
base-intel-2, 5, 400, 10, 10, 18.72, 126.52, 20.12766643, , 0, , 62.0
intel-2, 5, 400, 10, 10, 29.48, 166.31, 27.28546329, 56, 0.0291080000000079, 208409, 65.0
base-intel-2, 5, 400, 10, 10, 20.51, 122.01, 19.91506136, , 0, , 61.0
intel-2, 5, 400, 10, 10, 22.42, 174.59, 26.80444132, 24, 0.107646999999986, 89624, 63.0
base-intel-2, 5, 400, 10, 10, 16.50, 123.40, 19.66659185, , 0, , 60.0
base-intel-2, 5, 400, 25, 10, 16.49, 128.26, 19.68459032, , 0, , 60.0
intel-2, 5, 400, 25, 10, 22.17, 170.82, 26.55532274, 43, 0.0861040000000344, 159741, 59.0
base-intel-2, 5, 400, 25, 10, 16.40, 126.17, 19.48610253, , 0, , 59.0
intel-2, 5, 400, 25, 10, 22.41, 172.92, 26.89445217, 32, 0.21123399999999, 119201, 66.0
base-intel-2, 5, 400, 25, 10, 17.00, 125.69, 19.91278698, , 0, , 61.0
intel-2, 5, 400, 25, 10, 22.44, 169.83, 26.95551533, 48, 0.105167999999992, 178300, 64.0
base-intel-2, 5, 400, 25, 10, 16.37, 124.45, 19.63691205, , 0, , 62.0
intel-2, 5, 400, 25, 10, 22.82, 176.50, 26.98482579, 71, 0.0537760000000276, 263908, 63.0
base-intel-2, 5, 400, 25, 10, 16.52, 125.58, 19.50155346, , 0, , 63.0
intel-2, 5, 400, 25, 10, 22.14, 171.34, 26.54848282, 43, 0.115541000000007, 160069, 64.0
base-intel-2, 5, 400, 25, 10, 17.04, 129.95, 19.72760065, , 0, , 61.0
intel-2, 5, 400, 25, 10, 23.42, 174.69, 27.17024538, 72, 0.0512949999999819, 267553, 60.0
base-intel-2, 5, 400, 25, 10, 16.18, 124.66, 19.33431195, , 0, , 61.0
intel-2, 5, 400, 25, 10, 23.11, 177.18, 26.80677907, 39, 0.0841240000000312, 144931, 67.0
base-intel-2, 5, 400, 25, 10, 17.06, 128.12, 19.72910417, , 0, , 60.0
intel-2, 5, 400, 25, 10, 22.76, 178.22, 26.88553268, 48, 0.0830210000000307, 178589, 61.0
base-intel-2, 5, 400, 25, 10, 17.26, 125.91, 19.65285836, , 0, , 61.0
intel-2, 5, 400, 25, 10, 22.17, 173.12, 26.46906296, 37, 0.086180000000013, 137910, 62.0
base-intel-2, 5, 400, 25, 10, 17.06, 129.55, 19.86943955, , 0, , 64.0
intel-2, 5, 400, 25, 10, 22.45, 177.15, 27.01073164, 31, 0.315504000000033, 115519, 63.0
base-intel-2, 5, 400, 25, 10, 17.51, 128.92, 19.75410080, , 0, , 65.0
intel-2, 5, 400, 25, 10, 23.07, 173.91, 26.92455041, 68, 0.112815000000012, 252711, 61.0
base-intel-2, 5, 400, 25, 10, 16.99, 129.89, 19.53263150, , 0, , 62.0
intel-2, 5, 400, 25, 10, 23.04, 175.06, 26.87948365, 60, 0.0984639999999786, 222685, 62.0
base-intel-2, 5, 400, 25, 10, 16.81, 128.49, 19.40221469, , 0, , 62.0
intel-2, 5, 400, 25, 10, 23.03, 175.21, 26.86500557, 55, 0.0409400000000346, 204680, 63.0
base-intel-2, 5, 400, 25, 10, 16.72, 129.44, 19.56377343, , 0, , 60.0
intel-2, 5, 400, 25, 10, 22.51, 173.74, 26.72299425, 66, 0.137784000000011, 244946, 62.0
base-intel-2, 5, 400, 25, 10, 16.74, 130.03, 19.53732750, , 0, , 61.0
intel-2, 5, 400, 25, 10, 23.06, 175.28, 26.73639268, 65, 0.0544490000000337, 241238, 62.0
base-intel-2, 5, 400, 25, 10, 16.60, 126.14, 19.55541325, , 0, , 64.0
intel-2, 5, 400, 25, 10, 22.87, 173.22, 26.97471139, 29, 0.0420710000000213, 108213, 63.0
base-intel-2, 5, 400, 25, 10, 16.72, 123.73, 19.41206080, , 0, , 62.0
intel-2, 5, 400, 25, 10, 22.88, 175.18, 26.85427768, 58, 0.0853170000000318, 215574, 62.0
base-intel-2, 5, 400, 25, 10, 16.49, 125.12, 19.28807516, , 0, , 61.0
intel-2, 5, 400, 25, 10, 22.60, 173.19, 26.79791438, 42, 0.288763000000017, 156176, 60.0
base-intel-2, 5, 400, 25, 10, 16.66, 126.64, 19.51529687, , 0, , 61.0
intel-2, 5, 400, 25, 10, 22.50, 174.57, 26.52435503, 40, 0.238171000000023, 148984, 60.0
base-intel-2, 5, 400, 25, 10, 16.51, 125.27, 19.32542968, , 0, , 60.0
intel-2, 5, 400, 25, 10, 22.54, 173.04, 26.59579726, 36, 0.0641110000000253, 133974, 59.0
base-intel-2, 5, 400, 25, 10, 16.93, 126.55, 19.54324681, , 0, , 62.0
intel-2, 5, 400, 25, 10, 23.23, 176.88, 27.02357206, 70, 0.120610999999997, 259898, 64.0
base-intel-2, 5, 400, 25, 10, 16.54, 124.91, 19.38159234, , 0, , 64.0
intel-2, 5, 400, 25, 10, 22.91, 173.13, 27.01123439, 62, 0.116613000000029, 230442, 63.0
base-intel-2, 5, 400, 25, 10, 16.93, 126.35, 19.74307256, , 0, , 64.0
intel-2, 5, 400, 25, 10, 23.55, 175.60, 26.90703772, 73, 0.0844190000000253, 271141, 62.0
base-intel-2, 5, 400, 25, 10, 16.92, 129.03, 19.77365757, , 0, , 62.0
intel-2, 5, 400, 25, 10, 22.64, 175.05, 26.51035074, 49, 0.139398000000028, 182367, 61.0
base-intel-2, 5, 400, 25, 10, 16.64, 126.85, 19.45687974, , 0, , 62.0
intel-2, 5, 400, 25, 10, 23.14, 175.19, 26.80696631, 45, 0.0359320000000025, 167388, 60.0
base-intel-2, 5, 400, 25, 10, 16.74, 130.73, 19.57124557, , 0, , 61.0
intel-2, 5, 400, 25, 10, 32.06, 179.81, 29.81584641, 42, 0.138668999999993, 156538, 60.0
base-intel-2, 5, 400, 25, 10, 36.81, 135.62, 24.43216131, , 0, , 61.0
intel-2, 5, 400, 25, 10, 31.85, 162.52, 26.89342710, 36, 0.144250999999997, 133995, 58.0
base-intel-2, 5, 400, 25, 10, 29.71, 122.58, 21.79900201, , 0, , 60.0
intel-2, 5, 400, 25, 10, 44.59, 165.38, 30.59760292, 39, 0.153464999999983, 145175, 58.0
base-intel-2, 5, 400, 25, 10, 33.43, 128.46, 22.66477218, , 0, , 59.0
intel-2, 5, 400, 25, 10, 33.54, 159.91, 27.36525100, 49, 0.0614699999999857, 182393, 60.0
base-intel-2, 5, 400, 25, 10, 29.37, 121.13, 21.39006743, , 0, , 62.0
intel-2, 5, 400, 25, 10, 43.34, 173.42, 30.48008800, 65, 0.155831000000035, 241260, 63.0
base-intel-2, 5, 400, 25, 10, 27.74, 120.32, 20.76318554, , 0, , 62.0
base-intel-2, 5, 200, 10, 10, 31.74, 124.07, 22.19310502, , 0, , 60.0
intel-2, 5, 200, 10, 10, 49.36, 174.17, 31.97517354, 24, 0.234912000000008, 44752, 60.0
base-intel-2, 5, 200, 10, 10, 30.31, 121.88, 21.53238798, , 0, , 61.0
intel-2, 5, 200, 10, 10, 39.34, 167.78, 28.98544671, 27, 0.0898240000000214, 50306, 60.0
base-intel-2, 5, 200, 10, 10, 28.92, 122.26, 20.98585359, , 0, , 60.0
intel-2, 5, 200, 10, 10, 37.46, 167.46, 28.27806169, 12, 0.34138999999999, 22627, 61.0
base-intel-2, 5, 200, 10, 10, 27.99, 116.37, 20.93624773, , 0, , 60.0
intel-2, 5, 200, 10, 10, 35.70, 163.50, 27.74745548, 41, 0.183751000000029, 76462, 58.0
base-intel-2, 5, 200, 10, 10, 33.23, 123.65, 22.54960413, , 0, , 60.0
intel-2, 5, 200, 10, 10, 40.31, 171.46, 29.18469649, 24, 0.232081999999991, 44840, 59.0
base-intel-2, 5, 200, 10, 10, 23.38, 119.61, 19.78538221, , 0, , 58.0
intel-2, 5, 200, 10, 10, 41.37, 173.67, 29.63931519, 13, 0.22459600000002, 24492, 59.0
base-intel-2, 5, 200, 10, 10, 36.72, 132.91, 23.85716415, , 0, , 58.0
intel-2, 5, 200, 10, 10, 55.90, 178.02, 34.47010122, 30, 0.134607000000017, 55741, 59.0
base-intel-2, 5, 200, 10, 10, 28.72, 119.33, 21.07656987, , 0, , 62.0
intel-2, 5, 200, 10, 10, 42.44, 171.96, 29.86259838, 14, 0.204224000000011, 26239, 59.0
base-intel-2, 5, 200, 10, 10, 22.90, 117.34, 19.34874749, , 0, , 58.0
intel-2, 5, 200, 10, 10, 36.01, 168.24, 28.37742692, 30, 0.30466100000001, 56011, 61.0
base-intel-2, 5, 200, 10, 10, 21.92, 113.99, 19.19401022, , 0, , 60.0
intel-2, 5, 200, 10, 10, 34.43, 160.98, 27.60780704, 28, 0.157554000000005, 52337, 60.0
base-intel-2, 5, 200, 10, 10, 31.66, 129.63, 22.27532128, , 0, , 65.0
intel-2, 5, 200, 10, 10, 30.15, 158.48, 26.15944798, 25, 0.355449000000021, 46537, 58.0
base-intel-2, 5, 200, 10, 10, 21.89, 117.27, 19.35418726, , 0, , 59.0
intel-2, 5, 200, 10, 10, 32.41, 161.91, 26.88729539, 21, 0.200226999999984, 39253, 59.0
base-intel-2, 5, 200, 10, 10, 29.76, 121.30, 21.18439428, , 0, , 60.0
intel-2, 5, 200, 10, 10, 39.68, 169.49, 30.11624017, 16, 0.286846000000025, 29836, 62.0
base-intel-2, 5, 200, 10, 10, 22.20, 118.74, 19.33046476, , 0, , 60.0
intel-2, 5, 200, 10, 10, 28.74, 161.29, 26.38779662, 21, 0.108761000000015, 39132, 58.0
base-intel-2, 5, 200, 10, 10, 22.97, 120.19, 19.62059023, , 0, , 65.0
intel-2, 5, 200, 10, 10, 26.32, 156.39, 25.36665141, 24, 0.262994999999989, 44739, 58.0
base-intel-2, 5, 200, 10, 10, 20.30, 114.56, 18.99083943, , 0, , 58.0
intel-2, 5, 200, 10, 10, 26.34, 154.07, 25.31453712, 17, 0.129410000000007, 31800, 59.0
base-intel-2, 5, 200, 10, 10, 21.65, 115.21, 19.23173131, , 0, , 60.0
intel-2, 5, 200, 10, 10, 26.99, 155.81, 25.91743378, 15, 0.572990000000004, 28206, 58.0
base-intel-2, 5, 200, 10, 10, 21.23, 116.03, 19.14541722, , 0, , 60.0
intel-2, 5, 200, 10, 10, 28.88, 161.67, 26.29051046, 18, 0.385061000000007, 33869, 59.0
base-intel-2, 5, 200, 10, 10, 19.52, 113.20, 18.60209814, , 0, , 60.0
intel-2, 5, 200, 10, 10, 28.92, 155.11, 26.11268911, 23, 0.237019000000032, 42870, 63.0
base-intel-2, 5, 200, 10, 10, 21.07, 117.20, 19.35466727, , 0, , 60.0
intel-2, 5, 200, 10, 10, 29.21, 158.49, 26.25616285, 37, 0.0983499999999822, 68793, 58.0
base-intel-2, 5, 200, 10, 10, 18.93, 111.68, 18.30752059, , 0, , 58.0
intel-2, 5, 200, 10, 10, 32.01, 165.55, 27.45976136, 36, 0.224243999999999, 67224, 60.0
base-intel-2, 5, 200, 10, 10, 22.08, 120.15, 19.36564563, , 0, , 60.0
intel-2, 5, 200, 10, 10, 29.86, 158.47, 26.53030965, 18, 0.258442000000002, 33740, 62.0
base-intel-2, 5, 200, 10, 10, 19.36, 113.54, 18.49563958, , 0, , 58.0
intel-2, 5, 200, 10, 10, 28.44, 159.09, 26.14935735, 23, 0.293716000000018, 42970, 59.0
base-intel-2, 5, 200, 10, 10, 20.51, 115.92, 19.01132257, , 0, , 59.0
intel-2, 5, 200, 10, 10, 29.32, 158.37, 26.37021469, 29, 0.0805690000000254, 54119, 60.0
base-intel-2, 5, 200, 10, 10, 23.32, 119.39, 20.05442578, , 0, , 60.0
intel-2, 5, 200, 10, 10, 29.17, 160.66, 26.30479465, 24, 0.26307700000001, 44856, 59.0
base-intel-2, 5, 200, 10, 10, 23.83, 118.18, 19.85841624, , 0, , 60.0
intel-2, 5, 200, 10, 10, 30.82, 162.17, 27.08773295, 14, 0.259496000000013, 26303, 60.0
base-intel-2, 5, 200, 10, 10, 19.92, 113.55, 18.61784265, , 0, , 60.0
intel-2, 5, 200, 10, 10, 29.19, 158.29, 26.38156119, 14, 0.219731000000024, 26351, 58.0
base-intel-2, 5, 200, 10, 10, 22.97, 119.98, 19.79590263, , 0, , 63.0
intel-2, 5, 200, 10, 10, 24.78, 156.30, 24.91309375, 22, 0.166810999999996, 40971, 60.0
base-intel-2, 5, 200, 10, 10, 20.97, 116.64, 19.29945033, , 0, , 61.0
intel-2, 5, 200, 10, 10, 29.21, 163.01, 26.54940147, 17, 0.0941320000000019, 31873, 60.0
base-intel-2, 5, 200, 10, 10, 21.04, 114.92, 18.99438557, , 0, , 59.0
intel-2, 5, 200, 10, 10, 30.42, 164.36, 26.83200889, 32, 0.093734999999981, 59622, 61.0
base-intel-2, 5, 200, 10, 10, 23.31, 115.44, 19.74596717, , 0, , 60.0
base-intel-2, 5, 200, 25, 10, 19.68, 113.82, 18.62768756, , 0, , 59.0
intel-2, 5, 200, 25, 10, 29.29, 159.62, 26.60087783, 60, 0.137608999999998, 111190, 60.0
base-intel-2, 5, 200, 25, 10, 22.22, 119.40, 19.48830283, , 0, , 60.0
intel-2, 5, 200, 25, 10, 29.98, 163.88, 26.95968188, 28, 0.299368000000015, 52338, 63.0
base-intel-2, 5, 200, 25, 10, 22.63, 116.13, 19.78083595, , 0, , 58.0
intel-2, 5, 200, 25, 10, 29.15, 160.80, 26.41759998, 38, 0.11251500000003, 70985, 60.0
base-intel-2, 5, 200, 25, 10, 19.68, 115.67, 18.77865535, , 0, , 62.0
intel-2, 5, 200, 25, 10, 28.97, 163.18, 26.41982778, 50, 0.212358999999992, 92881, 60.0
base-intel-2, 5, 200, 25, 10, 23.09, 117.90, 19.89674055, , 0, , 60.0
intel-2, 5, 200, 25, 10, 38.15, 170.76, 29.16831059, 46, 0.122970000000009, 85639, 60.0
base-intel-2, 5, 200, 25, 10, 36.40, 135.70, 23.98791605, , 0, , 60.0
intel-2, 5, 200, 25, 10, 40.07, 168.40, 29.15614633, 29, 0.255795000000035, 54031, 63.0
base-intel-2, 5, 200, 25, 10, 22.21, 117.12, 19.42404310, , 0, , 60.0
intel-2, 5, 200, 25, 10, 43.60, 176.15, 30.47482961, 34, 0.0409500000000094, 63373, 59.0
base-intel-2, 5, 200, 25, 10, 46.25, 135.92, 26.52663688, , 0, , 59.0
intel-2, 5, 200, 25, 10, 56.77, 174.09, 34.32314574, 29, 0.115927999999997, 53977, 59.0
base-intel-2, 5, 200, 25, 10, 35.55, 125.15, 23.46187528, , 0, , 60.0
intel-2, 5, 200, 25, 10, 42.42, 172.03, 30.17808781, 47, 0.0983120000000213, 87460, 60.0
base-intel-2, 5, 200, 25, 10, 31.37, 126.90, 22.25621517, , 0, , 59.0
intel-2, 5, 200, 25, 10, 47.00, 179.50, 31.27782950, 67, 0.105129000000034, 124125, 62.0
base-intel-2, 5, 200, 25, 10, 32.33, 130.01, 22.12370761, , 0, , 61.0
intel-2, 5, 200, 25, 10, 44.08, 176.18, 30.53228979, 78, 0.106788999999992, 144629, 60.0
base-intel-2, 5, 200, 25, 10, 46.53, 141.81, 26.55500968, , 0, , 59.0
intel-2, 5, 200, 25, 10, 59.81, 184.73, 35.13068347, 78, 0.126013999999998, 145029, 61.0
base-intel-2, 5, 200, 25, 10, 54.49, 144.77, 29.25155985, , 0, , 61.0
intel-2, 5, 200, 25, 10, 70.93, 200.48, 38.98547258, 43, 0.17864000000003, 80105, 61.0
base-intel-2, 5, 200, 25, 10, 26.65, 114.17, 20.81608350, , 0, , 61.0
intel-2, 5, 200, 25, 10, 42.48, 162.11, 30.17714018, 68, 0.284215000000017, 126171, 61.0
base-intel-2, 5, 200, 25, 10, 44.30, 139.43, 26.30193054, , 0, , 60.0
intel-2, 5, 200, 25, 10, 60.12, 188.38, 36.01554444, 40, 0.203030000000012, 74526, 60.0
base-intel-2, 5, 200, 25, 10, 40.09, 129.93, 24.88811591, , 0, , 61.0
intel-2, 5, 200, 25, 10, 45.27, 168.66, 31.00726395, 37, 0.361884000000032, 68770, 60.0
base-intel-2, 5, 200, 25, 10, 36.22, 128.28, 23.95061619, , 0, , 60.0
intel-2, 5, 200, 25, 10, 65.19, 195.26, 36.86413130, 38, 0.114865000000009, 70802, 60.0
base-intel-2, 5, 200, 25, 10, 38.86, 128.04, 24.79840640, , 0, , 61.0
intel-2, 5, 200, 25, 10, 82.80, 221.43, 43.11245952, 81, 0.163736000000029, 150277, 60.0
base-intel-2, 5, 200, 25, 10, 45.17, 137.04, 26.27364809, , 0, , 60.0
intel-2, 5, 200, 25, 10, 64.40, 194.16, 37.16567059, 35, 0.244778999999994, 65206, 62.0
base-intel-2, 5, 200, 25, 10, 62.05, 157.82, 31.50974515, , 0, , 61.0
intel-2, 5, 200, 25, 10, 53.27, 179.32, 33.57730440, 57, 0.272272999999984, 105779, 62.0
base-intel-2, 5, 200, 25, 10, 31.51, 124.63, 22.15697460, , 0, , 63.0
intel-2, 5, 200, 25, 10, 35.90, 163.08, 28.51637277, 75, 0.174961999999994, 139209, 60.0
base-intel-2, 5, 200, 25, 10, 24.13, 118.47, 20.04603363, , 0, , 60.0
intel-2, 5, 200, 25, 10, 38.41, 168.38, 29.36091940, 39, 0.242974000000004, 72482, 60.0
base-intel-2, 5, 200, 25, 10, 43.88, 140.76, 26.17444495, , 0, , 61.0
intel-2, 5, 200, 25, 10, 100.37, 223.81, 47.28962441, 61, 0.115894000000026, 113285, 61.0
base-intel-2, 5, 200, 25, 10, 34.45, 123.39, 23.14483579, , 0, , 60.0
intel-2, 5, 200, 25, 10, 48.46, 175.27, 32.39821626, 49, 0.147118000000034, 91102, 60.0
base-intel-2, 5, 200, 25, 10, 30.23, 123.34, 21.65551826, , 0, , 60.0
intel-2, 5, 200, 25, 10, 58.08, 186.34, 35.26725127, 78, 0.0643489999999929, 144758, 62.0
base-intel-2, 5, 200, 25, 10, 28.62, 118.15, 21.26077495, , 0, , 60.0
intel-2, 5, 200, 25, 10, 56.52, 178.75, 34.30551091, 54, 0.130460000000028, 100480, 61.0
base-intel-2, 5, 200, 25, 10, 38.75, 131.93, 24.60785573, , 0, , 60.0
intel-2, 5, 200, 25, 10, 58.93, 193.80, 35.34518688, 57, 0.25338099999999, 106029, 61.0
base-intel-2, 5, 200, 25, 10, 40.49, 131.89, 24.65592926, , 0, , 59.0
intel-2, 5, 200, 25, 10, 33.31, 162.07, 27.45362453, 38, 0.112162000000012, 70810, 63.0
base-intel-2, 5, 200, 25, 10, 32.93, 127.34, 22.68768833, , 0, , 63.0
intel-2, 5, 200, 25, 10, 47.60, 175.68, 31.66347822, 35, 0.139584000000013, 65185, 60.0
base-intel-2, 5, 200, 25, 10, 34.93, 130.80, 23.04219060, , 0, , 60.0
intel-2, 5, 200, 25, 10, 48.73, 174.80, 31.64501949, 60, 0.0430840000000217, 111422, 62.0
base-intel-2, 5, 200, 25, 10, 39.76, 131.50, 24.76387680, , 0, , 59.0
base-intel-2, 3, 400, 10, 10, 43.91, 145.13, 26.81608338, , 0, , 61.0
intel-2, 3, 400, 10, 10, 42.55, 174.88, 30.87247340, 24, 0.00046700000001465, 88559, 61.0
